"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Jalilov S.-M.","Jalilov, Shokhrukh-Mirzo (55769910100)","55769910100","Emergence of Water-Energy-Food Nexus Resulting from Interbasin Water Transfer: Economic Analysis for a Transboundary River Basin in South Asia","2021","Journal of Water Resources Planning and Management","147","10","05021016","","","","1","10.1061/(ASCE)WR.1943-5452.0001442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111283338&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001442&partnerID=40&md5=a5b71741aee518b070e96be020a48324","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85111283338"
"Waqar M.; Louati M.; Wang X.; Ghidaoui M.S.","Waqar, Muhammad (57216221050); Louati, Moez (57195245409); Wang, Xun (55873101700); Ghidaoui, Mohamed S. (6701589992)","57216221050; 57195245409; 55873101700; 6701589992","Model-Free Matched Field Processing for Condition Assessment of Pressurized Pipes","2021","Journal of Water Resources Planning and Management","147","10","04021066","","","","9","10.1061/(ASCE)WR.1943-5452.0001447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111246228&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001447&partnerID=40&md5=1e6c0be3cd6cc97f4a6d00b042e87d5d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85111246228"
"Mohan Singh R.","Mohan Singh, Raj (7407261599)","7407261599","Discussion of ""resolving Conflicts between Irrigation Agriculture and Ecohydrology Using Many-Objective Robust Decision Making"" by Yu Li and Wolfgang Kinzelbach","2021","Journal of Water Resources Planning and Management","147","7","07021007","","","","0","10.1061/(ASCE)WR.1943-5452.0001415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106177015&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001415&partnerID=40&md5=3e1e41efc76271ba828d9177f726bb8c","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85106177015"
"Zhou Q.; Situ Z.; Teng S.; Chen G.","Zhou, Qianqian (54416814000); Situ, Zuxiang (57223046482); Teng, Shuai (57210558798); Chen, Gongfa (57213327735)","54416814000; 57223046482; 57210558798; 57213327735","Convolutional Neural Networks-Based Model for Automated Sewer Defects Detection and Classification","2021","Journal of Water Resources Planning and Management","147","7","04021036","","","","11","10.1061/(ASCE)WR.1943-5452.0001394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105212132&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001394&partnerID=40&md5=a2dfa22ee4423c5b2ff5a5b4a9d5a424","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85105212132"
"Ulanicki B.; Beaujean P.","Ulanicki, Bogumil (6602135774); Beaujean, Philippe (57223669649)","6602135774; 57223669649","Erratum: Modeling dynamic behavior of water distribution systems for control purposes (Journal of Water Resources Planning and Management DOI: 10.1061/(ASCE)WR.1943-5452.0001403)","2021","Journal of Water Resources Planning and Management","147","10","08221002","","","","0","10.1061/(ASCE)WR.1943-5452.0001455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111093986&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001455&partnerID=40&md5=40c8c44be35f4656b30531733a389e32","American Society of Civil Engineers (ASCE)","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85111093986"
"Kravits J.; Kasprzyk J.; Baker K.; Andreadis K.","Kravits, Jacob (57226362137); Kasprzyk, Joseph (23972953800); Baker, Kyri (55510847700); Andreadis, Konstantinos (12042086300)","57226362137; 23972953800; 55510847700; 12042086300","Screening Tool for Dam Hazard Potential Classification Using Machine Learning and Multiobjective Parameter Tuning","2021","Journal of Water Resources Planning and Management","147","10","04021064","","","","2","10.1061/(ASCE)WR.1943-5452.0001414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111272333&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001414&partnerID=40&md5=329f36702c0648c6643d4beaabd63b33","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85111272333"
"Pérez-Blanco C.D.; Gutiérrez-Martín C.; Gil-García L.; Montilla-López N.M.","Pérez-Blanco, C. Dionisio (54966712100); Gutiérrez-Martín, Carlos (13605476000); Gil-García, Laura (57217525596); Montilla-López, Nazaret M. (57191905289)","54966712100; 13605476000; 57217525596; 57191905289","Microeconomic Ensemble Modeling to Inform Robust Adaptation to Water Scarcity in Irrigated Agriculture","2021","Journal of Water Resources Planning and Management","147","7","0001385","","","","4","10.1061/(ASCE)WR.1943-5452.0001385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105777789&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001385&partnerID=40&md5=73a1ff5900269e60269dd8fd5f63c231","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105777789"
"Dahal S.; Crosato A.; Omer A.Y.A.; Lee A.A.","Dahal, Sudesh (57223099581); Crosato, Alessandra (16028041800); Omer, Amgad Y. A. (57220405451); Lee, Aaron A. (57223084432)","57223099581; 16028041800; 57220405451; 57223084432","Validation of Model-Based Optimization of Reservoir Sediment Releases by Dam Removal","2021","Journal of Water Resources Planning and Management","147","7","04021033","","","","5","10.1061/(ASCE)WR.1943-5452.0001388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104802871&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001388&partnerID=40&md5=0f4bbb256d7bbe829fe2d4360ebf9836","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85104802871"
"Xenochristou M.; Hutton C.; Hofman J.; Kapelan Z.","Xenochristou, Maria (57211818226); Hutton, Chris (55183516500); Hofman, Jan (7103362371); Kapelan, Zoran (8273940200)","57211818226; 55183516500; 7103362371; 8273940200","Short-Term Forecasting of Household Water Demand in the UK Using an Interpretable Machine-Learning Approach","2021","Journal of Water Resources Planning and Management","147","4","1325","","","","13","10.1061/(ASCE)WR.1943-5452.0001325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099548059&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001325&partnerID=40&md5=d97290cdcb790f998a652485c001e487","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099548059"
"Gorev N.B.; Gorev V.N.; Kodzhespirova I.F.; Shedlovsky I.A.; Sivakumar P.","Gorev, Nikolai B. (7007026723); Gorev, Vyacheslav N. (55047688400); Kodzhespirova, Inna F. (6603223371); Shedlovsky, Igor A. (57203781089); Sivakumar, P. (55266030000)","7007026723; 55047688400; 6603223371; 57203781089; 55266030000","Discussion of ""Extending the Global-Gradient Algorithm to Solve Pressure-Control Valves"" by Gioia Foglianti, Stefano Alvisi, Marco Franchini, and Ezio Todini","2021","Journal of Water Resources Planning and Management","147","7","07021005","","","","0","10.1061/(ASCE)WR.1943-5452.0001407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104632391&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001407&partnerID=40&md5=4a36aa3f28b95d67049117da09024d96","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85104632391"
"Sweya L.N.; Wilkinson S.; Kassenga G.; Lugomela G.","Sweya, Lukuba N. (56574231300); Wilkinson, Suzanne (7202333251); Kassenga, Gabriel (6602242485); Lugomela, George (21734896200)","56574231300; 7202333251; 6602242485; 21734896200","Development of a Tool for Measuring Resilience of Water Supply Systems in Tanzania: Technical Dimension","2021","Journal of Water Resources Planning and Management","147","2","04020107","","","","4","10.1061/(ASCE)WR.1943-5452.0001327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097824240&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001327&partnerID=40&md5=2e1ac018629b31cf06a97b16d029616a","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85097824240"
"Ting Cho F.H.; Chen W.Y.; Hua J.","Ting Cho, Frankie Hin (57202731999); Chen, Wendy Y. (35728317600); Hua, Junyi (56545095400)","57202731999; 35728317600; 56545095400","Validating Citizens' Preferences for Restoring Urban Riverscape: Discrete Choice Experiment versus Analytical Hierarchy Process","2021","Journal of Water Resources Planning and Management","147","7","05021005","","","","2","10.1061/(ASCE)WR.1943-5452.0001398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104675959&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001398&partnerID=40&md5=23054ca5cb47d68981d7800ff6bbc791","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85104675959"
"Zamenian H.; Abraham D.M.; Mannering F.","Zamenian, Hamed (57190004838); Abraham, Dulcy M. (7201845111); Mannering, Fred (7005423388)","57190004838; 7201845111; 7005423388","Household Attitudes toward Water Rate Increases Based on Perceptions of Water Service Reliability and Quality: An Exploratory Analysis","2020","Journal of Water Resources Planning and Management","146","12","04020092","","","","3","10.1061/(ASCE)WR.1943-5452.0001306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092222400&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001306&partnerID=40&md5=3bbfc06184b1ede981ef4376cd974407","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85092222400"
"Bohorquez J.; Simpson A.R.; Lambert M.F.; Alexander B.","Bohorquez, Jessica (56638057000); Simpson, Angus R. (7402780493); Lambert, Martin F. (24923543300); Alexander, Bradley (57193781708)","56638057000; 7402780493; 24923543300; 57193781708","Merging Fluid Transient Waves and Artificial Neural Networks for Burst Detection and Identification in Pipelines","2021","Journal of Water Resources Planning and Management","147","1","04020097","","","","14","10.1061/(ASCE)WR.1943-5452.0001296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096035470&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001296&partnerID=40&md5=7cb8f42296ec5e4963feeb2ca3696267","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85096035470"
"Hernandez Hernandez E.; Ormsbee L.","Hernandez Hernandez, Erika (57221817084); Ormsbee, Lindell (7003374473)","57221817084; 7003374473","Segment Identification Procedure for Water Distribution Systems","2021","Journal of Water Resources Planning and Management","147","5","1363","","","","7","10.1061/(ASCE)WR.1943-5452.0001363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100919957&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001363&partnerID=40&md5=9afb9ee036d520f4c4e668c8aefbb9f4","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85100919957"
"Keck J.; Lee J.","Keck, Jonathan (56954581800); Lee, Juneseok (11540040500)","56954581800; 11540040500","Embracing Analytics in the Water Industry","2021","Journal of Water Resources Planning and Management","147","5","02521002","","","","6","10.1061/(ASCE)WR.1943-5452.0001375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102316377&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001375&partnerID=40&md5=4f08b6d5fb0785256abeeca57c725f4d","American Society of Civil Engineers (ASCE)","Review","Final","","Scopus","2-s2.0-85102316377"
"Guo G.; Yu X.; Liu S.; Ma Z.; Wu Y.; Xu X.; Wang X.; Smith K.; Wu X.","Guo, Guancheng (57204001733); Yu, Xipeng (57218671526); Liu, Shuming (23097654600); Ma, Ziqing (57212213020); Wu, Yipeng (57189096285); Xu, Xiyan (57192159829); Wang, Xiaoting (57197824301); Smith, Kate (57198916074); Wu, Xue (55777041000)","57204001733; 57218671526; 23097654600; 57212213020; 57189096285; 57192159829; 57197824301; 57198916074; 55777041000","Leakage Detection in Water Distribution Systems Based on Time-Frequency Convolutional Neural Network","2021","Journal of Water Resources Planning and Management","147","2","04020101","","","","26","10.1061/(ASCE)WR.1943-5452.0001317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096623696&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001317&partnerID=40&md5=a40a1e7cebd6c08c753495673298f6cc","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85096623696"
"Perelman G.; Ostfeld A.","Perelman, Gal (57222402315); Ostfeld, Avi (7005595203)","57222402315; 7005595203","Optimal Wellfield Operation under Water Quality Constraints","2021","Journal of Water Resources Planning and Management","147","6","1391","","","","0","10.1061/(ASCE)WR.1943-5452.0001391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103903084&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001391&partnerID=40&md5=b1649423f014476a21e1b84a2fd2836b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85103903084"
"Walski T.","Walski, Thomas (35270422800)","35270422800","Discussion of ""efficient Technique for Pipe Roughness Calibration and Sensor Placement for Water Distribution Systems"" by Richárd Wéber and Csaba Hos","2021","Journal of Water Resources Planning and Management","147","4","07021001","","","","0","10.1061/(ASCE)WR.1943-5452.0001359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100303278&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001359&partnerID=40&md5=80040f9cfcc08d29161b613512976e5d","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85100303278"
"Shen J.-J.; Shen Q.-Q.; Cheng C.-T.; Zhang X.-F.; Wang J.","Shen, Jian-Jian (45261490200); Shen, Qian-Qian (57204646771); Cheng, Chun-Tian (7404796475); Zhang, Xiu-Fei (57202216763); Wang, Jian (57728303400)","45261490200; 57204646771; 7404796475; 57202216763; 57728303400","Large-Scale Unit Commitment for Cascaded Hydropower Plants with Hydraulic Coupling and Head-Sensitive Forbidden Zones: Case of the Xiluodu and Xiangjiaba Hydropower System","2020","Journal of Water Resources Planning and Management","146","11","05020023","","","","10","10.1061/(ASCE)WR.1943-5452.0001292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091476518&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001292&partnerID=40&md5=d6b5e3d5f07a47a9700e330f45908f60","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85091476518"
"Piscopo A.N.; Weaver C.P.; Detenbeck N.E.","Piscopo, Amy N. (43261873600); Weaver, Christopher P. (7201646465); Detenbeck, Naomi E. (6602144173)","43261873600; 7201646465; 6602144173","Using Multiobjective Optimization to Inform Green Infrastructure Decisions as Part of Robust Integrated Water Resources Management Plans","2021","Journal of Water Resources Planning and Management","147","6","04021025","","","","7","10.1061/(ASCE)WR.1943-5452.0001369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103165737&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001369&partnerID=40&md5=b4f067179e704ad2c4adea5242506cb5","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85103165737"
"Dogan M.S., A.m.asce; Lund J.R., M.asce; Medellin-Azuara J., M.asce","Dogan, Mustafa S. (57225471333); Lund, Jay R. (55950426300); Medellin-Azuara, Josue (19934190600)","57225471333; 55950426300; 19934190600","Hybrid Linear and Nonlinear Programming Model for Hydropower Reservoir Optimization","2021","Journal of Water Resources Planning and Management","147","3","06021001","","","","5","10.1061/(ASCE)WR.1943-5452.0001353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099169895&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001353&partnerID=40&md5=5e9c1483e46700e524bf9e8c1e29c7dd","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85099169895"
"Chakraei I.; Safavi H.R., A.m.asce; Dandy G.C., A.m.asce; Golmohammadi M.H.","Chakraei, Iman (55796723000); Safavi, Hamid R. (26434857900); Dandy, Graeme C. (7004210467); Golmohammadi, Mohammad H. (55370369300)","55796723000; 26434857900; 7004210467; 55370369300","Integrated Simulation-Optimization Framework for Water Allocation Based on Sustainability of Surface Water and Groundwater Resources","2021","Journal of Water Resources Planning and Management","147","3","05021001","","","","23","10.1061/(ASCE)WR.1943-5452.0001339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099084342&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001339&partnerID=40&md5=b046e9b7927204219610baec98253e51","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85099084342"
"Abdel-Mottaleb N.; Zhang Q.","Abdel-Mottaleb, Noha (54793910700); Zhang, Qiong (37035558800)","54793910700; 37035558800","Quantifying Hierarchical Indicators of Water Distribution Network Structure and Identifying Their Relationships with Surrogate Indicators of Hydraulic Performance","2021","Journal of Water Resources Planning and Management","147","4","04021008","","","","2","10.1061/(ASCE)WR.1943-5452.0001345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099989239&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001345&partnerID=40&md5=777af78223500529a9b3afb82b2d6c92","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85099989239"
